,name,price,deskripsi,isi_deksripsi
2146,Easy Go Woman Dsposable Briefs Size L,Rp69.000,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pack**None
2147,Easy Go Woman Dsposable Briefs Size M,Rp69.000,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pack**None
2148,Diapro Underpad XL 10 Pieces,Rp36.900 - Rp45.000,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,DIAPRO UNDERPAD merupakan alas yang dapat menyerap dan menahan cairan dengan cepat dan mudah. Underpad biasa digunakan untuk orang yang mengalami masalah dalam mengontrol berkemih sehingga tidak mengotori matras/kasur.**Alas yang dapat menyerap dan menahan cairan dengan cepat dan mudah.**Gunakan seperti perlak pada umumnya**Alat Kesehatan & Medis Habis Pakai**Plastik @ 10 pieces**Diapro**Kemenkes RI: AKD10903510075
2149,Menstrucare,Rp22.000,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Menstrucare merupakan produk inovasi terbaru di bidang terapis yang memanfaatkan penyaluran konveksi panas untuk meringankan dan meredakan rasa nyeri saat menstruasi. Menstrucare bekerja seperti kompres hangat yang menghasilkan panas NYATA (bukan pedas). Panas ini lah yang dimanfaatkan untuk meredakan nyeri pada saat menstruasi.**Meringankan dan meredakan rasa nyeri saat menstruasi.**Buka kemasan Menstrucare pereda nyeri menstruasi, lepas kertas penutup perekat dan tempelkan pads pada bagian yang terasa nyeri sesuai petunjuk penggunaan.**Alat Kesehatan & Medis Habis Pakai**Pack @ 1 Lembar**None**KEMENKES RI: AKL11403913048"
2150,Lifree Popok Dewasa Celana Xl 12 Pieces,Rp130.600 - Rp219.300,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pack isi 12**Unicharm
2151,Nice Facial Tissue 250 Lembar,Rp7.500 - Rp20.200,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pack 250 pieces**The Univenus
2152,Paseo Tissue Elegant 250 Lembar,Rp11.000 - Rp23.700,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"PASEO TISSUE ELEGANT, terbuat dari 100% serat alami (Virgin Plantation Pulp) yang membuatnya lembut dan nyaman di kulit. Diproses secara higienis tanpa tambahan bahan pemutih untuk menghasilkan tisu halus berkualitas tinggi dan aman. Lapisan tisu yang lembut tidak menimbulkan iritasi dan rasa tidak nyaman di kulit.**untuk membersihkan kotoran atau mulut dan tangan Anda dengan mudah dan cepat**Usapkan PASEO TISSUE di area atau tempat yang diperlukan**Alat Kesehatan & Medis Habis Pakai**Pack isi 250**COTTONSOFT**Kemenkes RI: PKD10102610722"
2153,Biore Guard Foaming Hand Soap Fresh Antibacterial Refill 250 ml,Rp18.500 - Rp24.300,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pouch @ 250 ml**KAO Indonesia
2154,Char Mi Ear Pick Refill 36 Pcs,Rp8.500 - Rp19.700,Indikasi Umum**Dosis**Golongan Produk**Kemasan**Manufaktur,Stick terbuat dari paper stick ramah lingkungan kuat kokoh dan tidak mudah pecah 100 kapas murni tanpa proses pemutihan Diproses dengan mesin berteknologi tinggi dengan kualitas terbaik higienis dan keamanan untuk digunakan Spiral jenis kepala NEW untuk memaksimalkan pembersihan dari atas sampai akhir**Sesuai Kebutuhan**Produk Konsumen**Pack isi 36 Pcs**Charmindo Mitra Raharja
2155,Char Mi Earpick Art 185 50 Pcs,Rp14.400 - Rp30.400,Indikasi Umum**Dosis**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Cotton bud yang dilengkapi dengan Earpick memudahkan Anda dalam merawat telinga.**Sesuai kebutuhan**Alat Kesehatan & Medis Habis Pakai**Pack @ 50 pieces**Charmindo Mitra Raharja**Kemenkes RI: PKD10105810850
2156,Confidence Adult Classic L 7 Pieces,Rp31.000 - Rp63.100,Indikasi Umum**Golongan Produk**Kemasan**Manufaktur,Popok untuk dewasa**Alat Kesehatan & Medis Habis Pakai**pack isi 7**Softex Indonesia
2157,Confidence Adult Classic Night L 7 Pieces,Rp30.700 - Rp55.900,Golongan Produk**Kemasan**Manufaktur,Alat Kesehatan & Medis Habis Pakai**Pack @ 7 pieces**Softex Indonesia
2158,Confidence Adult Classic Night M 8 Pieces,Rp41.200 - Rp55.900,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Alat Kesehatan & Medis Habis Pakai**Pack @ 8 pieces**Softex Indonesia**Kemenkes RI: AKL10805917907
2159,Confidence Adult Classic XL 6 Pieces,Rp31.000 - Rp59.400,Indikasi Umum**Golongan Produk**Kemasan**Manufaktur,Popok untuk dewasa**Alat Kesehatan & Medis Habis Pakai**pack isi 6**Softex Indonesia
2160,Confidence Adult Diapers M 15 Pieces,Rp57.200 - Rp126.500,Indikasi Umum**Golongan Produk**Kemasan**Manufaktur,Popok untuk dewasa**Alat Kesehatan & Medis Habis Pakai**Pack isi 15 pieces**Softex Indonesia
2161,Confidence Adult Diapers M 8 Pieces,Rp36.700 - Rp72.500,Indikasi Umum**Golongan Produk**Kemasan**Manufaktur,Popok untuk dewasa**Alat Kesehatan & Medis Habis Pakai**Pack isi 8 pieces**Softex Indonesia
2162,Confidence Adult Diapers Xl 15 Pieces,Rp76.700 - Rp130.900,Indikasi Umum**Golongan Produk**Kemasan**Manufaktur,Popok untuk dewasa**Alat Kesehatan & Medis Habis Pakai**Pack isi 15 pieces**Softex Indonesia
2163,Confidence Adult Pants Heavy Flow L 10 Pieces,Rp94.000 - Rp119.500,Golongan Produk**Kemasan**Manufaktur,Alat Kesehatan & Medis Habis Pakai**Pack @ 10 pieces**Abad Dua Satu Makmur
2164,Confidence Adult Pants L 10 Pieces,Rp84.300 - Rp163.100,Indikasi Umum**Golongan Produk**Kemasan**Manufaktur,Bentuknya pas di badan sehingga tidak menggelembung dibagian depan saat dipakai. Permukaan yang ekstra lembut dan tetap kering. Menyerap cairan lebih banyak dan lebih cepat. Perlindungan ganda dari kebocoran dan nyaman dipakai. Mencegah tumbulnya bakteri. Mencegah terjadinya kelembapan sehingga tetap kering selama dipakai.**Alat Kesehatan & Medis Habis Pakai**Pack Isi 10 Pads**Softex Indonesia
2165,Confidence Adult Pants L 4 Pieces,Rp37.700 - Rp78.000,Indikasi Umum**Dosis**Golongan Produk**Kemasan**Manufaktur,Bentuknya pas di badan sehingga tidak menggelembung dibagian depan saat dipakai. Permukaan yang ekstra lembut dan tetap kering. Menyerap cairan lebih banyak dan lebih cepat. Perlindungan ganda dari kebocoran dan nyaman dipakai. Mencegah tumbulnya bakteri. Mencegah terjadinya kelembapan sehingga tetap kering selama dipakai**Sesuai kebutuhan**Alat Kesehatan & Medis Habis Pakai**Pack Isi 4 Pads**Softex Indonesia
2166,Confidence Adult Pants M 10 Pieces,Rp53.000 - Rp133.300,Indikasi Umum**Golongan Produk**Kemasan**Manufaktur,Bentuknya pas di badan sehingga tidak menggelembung dibagian depan saat dipakai. Permukaan yang ekstra lembut dan tetap kering. Menyerap cairan lebih banyak dan lebih cepat. Perlindungan ganda dari kebocoran dan nyaman dipakai. Mencegah tumbulnya bakteri. Mencegah terjadinya kelembapan sehingga tetap kering selama dipakai.**Alat Kesehatan & Medis Habis Pakai**Pack Isi 10 Pads**Softex Indonesia
2167,Confidence Adult Pants M 16 Pieces,Rp118.800 - Rp200.600,Golongan Produk**Kemasan**Manufaktur,Alat Kesehatan & Medis Habis Pakai**Pack @ 16 pads**Softex Indonesia
2168,Confidence Adult Pants M 5 Pieces,Rp30.800 - Rp82.400,Indikasi Umum**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,Popok dewasa model celana yang cocok untuk yang aktif**Digunakan sesuai kebutuhan**Penggunaannya seperti memakai celana**Alat Kesehatan & Medis Habis Pakai**Pack Isi 5 Pads**Softex Indonesia
2169,Confidence Adult Pants XL 10 Pieces,Rp121.700 - Rp215.900,Indikasi Umum**Golongan Produk**Kemasan**Manufaktur,Popok untuk dewasa**Alat Kesehatan & Medis Habis Pakai**pack isi 10**Softex Indonesia
2170,Confidence Adult Pants XL 3 Pieces,Rp30.700 - Rp70.200,Golongan Produk**Kemasan**Manufaktur,Alat Kesehatan & Medis Habis Pakai**Pack Isi 3 Pads**Softex Indonesia
2171,Confidence Adult Premium M 8 Pieces,Rp37.800 - Rp79.700,Indikasi Umum**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,Popok dewasa model celana yang cocok untuk yang aktif**Digunakan sesuai kebutuhan**Penggunaannya seperti memakai celana**Alat Kesehatan & Medis Habis Pakai**Pack Isi 8 Pads**Softex Indonesia
2172,Dr Kang Disp Size L Adult Diapers 8 Pieces,Rp83.400 - Rp126.600,Indikasi Umum**Dosis**Golongan Produk**Kemasan**Manufaktur,Tujuan penggunaan perlak ini untuk menjaga higienis atau kebersihan karena hanya sekali pakai**Sesuai kebutuhan**Produk Konsumen**Pack Isi 8 Pads**CMR Indonesia
2173,Dr Kang Disp Size M Adult Diapers 8 Pieces,Rp78.700 - Rp120.400,Indikasi Umum**Dosis**Golongan Produk**Kemasan**Manufaktur,"Melena, post operasi sectio caesaria dan lain-lain.**Sesuai kebutuhan**Produk Konsumen**Pack Isi 8 Pads**CMR Indonesia"
2174,Dr Kang Disp Size XL Adult Diapers 8 Pieces,Rp88.400 - Rp138.000,Indikasi Umum**Dosis**Golongan Produk**Kemasan**Manufaktur,"Melena, post operasi sectio caesaria dan lain-lain.**Sesuai kebutuhan**Produk Konsumen**Pack Isi 8 Pads**CMR Indonesia"
2175,Dr Kang Disp Size Xxl Adult Diapers 8 Pads,Rp143.500 - Rp191.800,Indikasi Umum**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"Melena, post operasi sectio caesaria dan lain-lain.**Sesuai kebutuhan**Sesuai kebutuhan**Produk Konsumen**Pack Isi 8 Pads**CMR Indonesia"
2176,Dr Kang Pull Up Pants Size L Adult Diaper 3 Pads,Rp38.500 - Rp72.500,Indikasi Umum**Dosis**Golongan Produk**Kemasan**Manufaktur,"Melena, post operasi sectio caesaria dan lain-lain.**Sesuai kebutuhan**Produk Konsumen**pack isi 3**CMR Indonesia"
2177,Dr Kang Pull Up Pants Size XL Adult Diaper 3 Pads,Rp49.500 - Rp87.600,Indikasi Umum**Dosis**Golongan Produk**Kemasan**Manufaktur,"Melena, post operasi sectio caesaria dan lain-lain.**Sesuai kebutuhan**Produk Konsumen**1 Pcs**CMR Indonesia"
2178,Dr P Adult Diaper Basic L 2,Rp13.800 - Rp33.000,Indikasi Umum**Dosis**Golongan Produk**Kemasan**Manufaktur,"Melena, post operasi sectio caesaria dan lain-lain.**Sesuai kebutuhan**Produk Konsumen**Pack Isi 2 Pads**Ever Beauty Corporation"
2179,Dr P Adult Diaper Basic L 8 Pieces,Rp67.700 - Rp123.100,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pack isi 8**Ever Beauty Corporation
2180,Dr P Adult Diaper Basic M 2,Rp8.800 - Rp28.600,Indikasi Umum**Dosis**Golongan Produk**Kemasan**Manufaktur,"Melena, post operasi sectio caesaria dan lain-lain.**Sesuai kebutuhan**Produk Konsumen**Pack Isi 2 Pads**Ever Beauty Corporation"
2181,Dr P Adult Diaper Special M 10 Pads,Rp48.600 - Rp110.000,Indikasi Umum**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"Melena, post operasi sectio caesaria dan lain-lain.**Digunakan sesuai dengan kebutuhan**Digunakan sebagai celana**Produk Konsumen**Pack Isi 10**Ever Beauty Corporation"
2182,Dr P Adult Diapers Basic M 10 Pads,Rp50.800 - Rp112.700,Indikasi Umum**Dosis**Golongan Produk**Kemasan**Manufaktur,"Melena, post operasi sectio caesaria dan lain-lain.**Sesuai kebutuhan**Produk Konsumen**Pcs Isi 10 Pads**Ever Beauty Corporation"
2183,Dr P Adult Diapers Basic XL 8,Rp77.600 - Rp146.400,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pack 8 pieces**Dr. P
2184,Dr P Adult Diapers Special L 8,Rp48.600 - Rp87.500,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pack 8 pieces**Dr. P
2185,Glizigen Aerosol 30 ml,Rp489.000 - Rp528.400,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Glizigen Aerosol diproses dengan menggunakan bioteknologi Molecular Activation sehingga dapat meningkatkan aktivitas biologis dan antioksidan zat aktif, serta jumlah zat aktif yang digunakan lebih kecil sehingga minimal efek samping. Mekanisme kerja Glizigen yaitu sebagai Antivirus, Antiinflamasi, Anti ulcer, Antioksidan.**Glizigen Spray diformulasikan khusus untuk memelihara kondisi kulit tubuh atau organ intim dari penyakit akibat virus, seperti Herpes Zoster, Herpes Genital, Moluskum kontagiosum dan Kutil Kelamin.**Glycyrrhizinic acid, Propylene glycol, Aqua, Polysorbate 80**Herpes Zoster : Semprotkan, 3-4 kali per hari. Herpes Genital : Semprotkan, 3-4 kali per hari. Moluskum Kontagiosum : Semprotkan, 3-4 kali per hari. Kutil Kelamin : Semprotkan, 4-5 kali per hari.**Tempatkan aplikator pada area tubuh organ intim, kemudian semprotkan sesuai aturan pakai.**Hanya untuk pemakaian luar. Hentikan jika terjadi reaksi kemerahan, dan iritasi. Simpan botol dalam kondisi tertutup rapat dibawah suhu 30 Derajat C dan kering. Jauhkan dari jangkauan anak-anak.**Penderita yang memiliki hipersesensitifitas terhadap bahan dari produk**Hipersensitif terhadap bahan dari produk**Produk Konsumen**Dus, Botol dan aplikator @ 30 ml**Sintesa Duta Sejahtera**BPOM: NC47200100021"
2186,Guardian Flite Mate 1 Pair,Rp37.300 - Rp50.500,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Box @ 1 Pair**None
2187,Guardian Hand Wash Sweet Strawberry Refill 450 ml,Rp18.000 - Rp22.500,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Alat Kesehatan & Medis Habis Pakai**Pouch @ 450 ml**None**Kemenkes RI: PKD20207210105
2188,Guardian Silicon Ear Plugs 3 Pair,Rp22.400 - Rp59.700,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Box @ 3 Pair**None
2189,Lifree Popok Dewasa Celana Extra Serap L Isi 4,Rp41.700 - Rp78.000,Indikasi Umum**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,Popok celana untuk orangtua**sesuai kebutuhan**Digunakan seperti menggunakan celana**Produk Konsumen**Pack Isi 4 Pieces**Unicharm
2190,Lifree Popok Dewasa Celana Extra Serap M Isi 5,Rp57.600 - Rp75.900,Indikasi Umum**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,Popok celana untuk orangtua**sesuai kebutuhan**Digunakan seperti menggunakan celana**Produk Konsumen**Pack Isi 5 Pieces**Unicharm
2191,Lifree Popok Dewasa Celana Extra Serap XL 3 Pieces,Rp50.600 - Rp77.300,Indikasi Umum**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,Popok celana untuk orangtua**sesuai kebutuhan**Digunakan seperti menggunakan celana**Produk Konsumen**Pack Isi 3 Pieces**Unicharm
2192,Lifree Popok Dewasa Celana L 16 Pieces,Rp111.900 - Rp231.000,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pack 16 pieces**Unicharm
2193,Lifree Popok Dewasa Celana L 4 Pieces,Rp32.200 - Rp77.100,Indikasi Umum**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"Popok celana yang mudah dipakai karena elastis. Cocok bagi orang tua yang bisa berdiri dan berjalan dengan dibantu, karena memiliki daya serap yang ekstra dan bisa dipakai lebih lama, sehingga tidak perlu khawatir saat tidak sempat mencapai toilet. Nyaman beraktivitas tanpa khawatir bocor.**Sesuai kebutuhan**Digunakan seperti menggunakan celana**Produk Konsumen**pack isi 4**Unicharm"
2194,Lifree Popok Dewasa Celana M 5 Pieces,Rp38.900 - Rp73.500,Indikasi Umum**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Popok celana yang mudah dipakai karena elastis. Cocok bagi orang tua yang bisa berdiri dan berjalan dengan dibantu, karena memiliki daya serap yang ekstra dan bisa dipakai lebih lama, sehingga tidak perlu khawatir saat tidak sempat mencapai toilet. Nyaman beraktivitas tanpa khawatir bocor.**Sesuai kebutuhan**Digunakan seperti menggunakan celana**Alat Kesehatan & Medis Habis Pakai**pack isi 5**Unicharm**Kemenkes RI: AKD10805610280"
2195,Lifree Popok Dewasa Celana Xl 3 Pieces,Rp39.000 - Rp74.000,Indikasi Umum**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"Popok celana yang mudah dipakai karena elastis. Cocok bagi orang tua yang bisa berdiri dan berjalan dengan dibantu, karena memiliki daya serap yang ekstra dan bisa dipakai lebih lama, sehingga tidak perlu khawatir saat tidak sempat mencapai toilet. Nyaman beraktivitas tanpa khawatir bocor.**Sesuai kebutuhan**Digunakan seperti menggunakan celana**Produk Konsumen**pack isi 3**Unicharm"
2196,Lifree Popok Dewasa Perekat L 1 Piece,Rp6.100 - Rp12.100,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pack isi 1**Unicharm
2197,Lifree Popok Dewasa Perekat L 16 Pieces,Rp99.400 - Rp212.400,Indikasi Umum**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,Popok celana untuk orangtua**sesuai kebutuhan**Digunakan seperti menggunakan celana**Produk Konsumen**Pack Isi 16 Pieces**Unicharm
2198,Lifree Popok Dewasa Perekat L 8 Pieces,Rp46.100 - Rp83.800,Indikasi Umum**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"Popok celana bagi orang tua yang hanya berbaring saja**Disesuaikan dengan kebutuhan**Sisipkan bagian belakang popok ke bagian belakang tubuh, dan rekatkan perekatnya sesuai dengan bentuk tubuh**Produk Konsumen**Pack Isi 8 Pads**Unicharm"
2199,Lifree Popok Dewasa Perekat M 18 Pieces,Rp81.800 - Rp161.800,Indikasi Umum**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,Popok celana untuk orangtua**sesuai kebutuhan**Digunakan seperti menggunakan celana**Produk Konsumen**Pack Isi 18 Pieces**Unicharm
2200,Lifree Popok Dewasa Perekat M 9 Pieces,Rp47.400 - Rp83.700,Indikasi Umum**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"Popok celana yang mudah dipakai karena elastis. Cocok bagi orang tua yang bisa berdiri dan berjalan dengan dibantu, karena memiliki daya serap yang ekstra dan bisa dipakai lebih lama, sehingga tidak perlu khawatir saat tidak sempat mencapai toilet. Nyaman beraktivitas tanpa khawatir bocor.**Sesuai kebutuhan**Digunakan seperti menggunakan celana**Produk Konsumen**pack isi 9**Unicharm"
2201,Lifree Popok Dewasa Perekat Xl 14 Pieces,Rp90.300 - Rp154.000,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pack 14 pieces**Unicharm
2202,Masker Maskit Reusable Multiprotection Mask Adult XL 1 Pieces,Rp32.400,Deskripsi**Indikasi Umum**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Masker Maskit merupakan masker pelindung alat pernafasan dari polusi dan penyakit. Prinsip kerja masker Maskit ini berprinsip adsorpsi yang tidak hanya memindahkan polutan dari udara ke dalam adsorben sehingga adsorben perlu diganti secara berkala tetapi juga mampu mendegradasi bakteri dan virus. Masker ini terdiri dari bahan dasar kain katun sebagai kain pembungkus dan kain polyester yang dilapiskan dengan komposit karbon aktif sebagai adsorben dan nanosilver sebagai desinfektan, Selain itu, masker Maskit juga dilengkapi dengan tali karet untuk menyesuaikan ukuran pemakai serta terdapat tali tambahan untuk pengguna hijab sehingga masker ini sangat cocok untuk semua kalangan masyarakat.**Masker pelindung alat pernafasan dari polusi dan penyakit.**Alat Kesehatan & Medis Habis Pakai**Pack @ 1 Pieces**None**Kemenkes RI: AKD 21603020743* *) Produk ini merupakan produk dengan Random Brand. Nomor Registrasi dapat berbeda sesuai dengan Brand yang tersedia di Apotek."
2203,Montis Tissue 250 Lembar,Rp6.800 - Rp15.300,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pack @ 250 lembar**None
2204,Nice Facial Tissue 200 Lembar,Rp7.200 - Rp18.500,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pack @ 200 Lembar**The Univenus
2205,Nice Tissue Facial 900 gr,Rp28.200 - Rp48.400,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pack 900 g**The Univenus
2206,Off for Family Spray 150 g,Rp35.000 - Rp36.200,Indikasi Umum**Dosis**Aturan Pakai**Perhatian**Golongan Produk**Kemasan**Manufaktur,"Anti nyamuk demam berdarah for family, efektif melindungi hingga 8 jam.**Sesuai dengan kebutuhan**Semprotkan OFF! Tegak lurus dari jarak 20cm ke permukaan kulit yang ingin dilindungi, atau semprotkan ketelapak tangan kemudian usapkan secara merata pada lengan, kaki, leher dan bagian tubuh lainya yang terbuka**Bukan untuk menyemprot ruangan. Jangan mengenai mata, mulut, kulit yang luka atau selaput lendir lainnya.**Produk Konsumen**Botol @ 150 g**SC Johnson & Son Indonesia"
2207,Oto Adult Diapers L 14 Pieces,Rp55.700 - Rp103.400,Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"Menampung Buang Air Besar (BAB) dan Buang Air Kecil (BAK) bagi Orang tua, Manula, Geriatri, Orang pasca stroke dan pasca operasi serta Ibu hamil atau pasca melahirkan**Pastikan perekat untuk pinggang. Buka lampit, sesuaikan lampit agar sesuai dipinggang pemakai, kemudian tempatkan sisi depan lampit diantara kedua kaki dan letakkan diatas perut. Kencangkan perekat di tempat yang telah disediakan.**Produk Konsumen**Pack 14 pieces**Arkstarindo Artha Makmur"
2208,Oto Adult Diapers L 7 Pieces,Rp41.100 - Rp93.100,Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"Menampung Buang Air Besar (BAB) dan Buang Air Kecil (BAK) bagi Orang tua, Manula, Geriatri, Orang pasca stroke dan pasca operasi serta Ibu hamil atau pasca melahirkan**Non woven, Tissue, Pulp, Super Absorben Polymer (SAP), Polyethylene Film (PE FILM), Glue, Elastic**Sesuai kebutuhan**Pastikan perekat untuk pinggang. Buka lampit, sesuaikan lampit agar sesuai dipinggang pemakai, kemudian tempatkan sisi depan lampit diantara kedua kaki dan letakkan diatas perut. Kencangkan perekat di tempat yang telah disediakan.**Produk Konsumen**Pack isi 7**Arkstarindo Artha Makmur"
